account_id,account_name,industry,customer_type,contract_length_months,client_tenure_months,deal_value_usd,deal_status
A01365,Johns Ltd,E‑Commerce,Expansion,9,18,14506.15,Closed‑Won
A01366,"Nicholson, Valentine and Robinson",FinTech,New,21,44,11473.68,Closed‑Won
A01367,"Haney, Dillon and Jackson",EdTech,New,16,7,9443.52,Closed‑Won
A01368,Burke-Norton,MarTech,Expansion,8,19,14170.23,Closed‑Won
A01369,Hanson PLC,SMB SaaS,Expansion,21,28,18178.81,Negotiation
A01370,Jackson-Jennings,CyberSecurity,New,10,32,13743.67,Negotiation
A01371,Carlson-Jones,SMB SaaS,New,6,52,9399.46,Closed‑Won
A01372,Cruz-Rodriguez,EdTech,New,9,55,19426.74,Closed‑Won
A01373,Mills PLC,MarTech,New,19,18,10888.67,Closed‑Lost
A01374,"Barnes, Hernandez and Davis",MarTech,New,34,32,16761.86,Negotiation
A01375,Valenzuela-Greene,SMB SaaS,Expansion,13,2,21787.39,Closed‑Lost
A01376,"Gordon, Wilson and Olson",SMB SaaS,New,14,37,6777.36,Closed‑Won
A01377,Winters PLC,SMB SaaS,Expansion,13,10,7029.75,Closed‑Won
A01378,Prince Ltd,Logistics,New,16,5,18791.78,Closed‑Won
A01379,"Reynolds, Fisher and Golden",E‑Commerce,New,27,40,21447.85,Negotiation
A01380,"Moreno, Perez and Lang",E‑Commerce,New,15,11,18384.95,Closed‑Won
A01381,Bell-Ballard,SMB SaaS,New,25,29,16206.29,Negotiation
A01382,"Johnston, Coleman and Scott",EdTech,New,32,6,22366.72,Closed‑Won
A01383,Kent Inc,EdTech,New,34,44,17593.6,Closed‑Won
A01384,George-Stephens,SMB SaaS,Expansion,22,46,12112.94,Closed‑Won
A01385,Lopez-Fletcher,MarTech,Expansion,27,34,23523.73,Closed‑Won
A01386,Lane Inc,HealthTech,Expansion,33,50,16657.3,Closed‑Won
A01387,"Smith, Pena and Watts",E‑Commerce,New,29,26,15524.35,Closed‑Won
A01388,Ortiz-Rodriguez,EdTech,New,14,12,8725.84,Closed‑Won
A01389,Pearson-King,SMB SaaS,New,9,9,19881.0,Closed‑Won
A01390,"Henderson, Diaz and Hill",SMB SaaS,New,9,13,11858.98,Negotiation
A01391,"Sanders, Harris and Arnold",EdTech,New,32,12,11194.74,Negotiation
A01392,"Olson, Wood and Peters",E‑Commerce,New,22,20,9253.68,Closed‑Won
A01393,Hinton-Lane,SMB SaaS,New,14,13,15273.46,Closed‑Won
A01394,"Sanders, Taylor and Shields",CyberSecurity,New,16,35,11999.51,Closed‑Won
A01395,Adkins Group,HealthTech,New,14,9,11630.59,Closed‑Lost
A01396,"Avery, Garcia and Romero",E‑Commerce,New,30,37,11265.5,Closed‑Won
A01397,Owen-Mendez,E‑Commerce,New,24,20,13588.48,Closed‑Won
A01398,"Mann, Martin and Oconnell",CyberSecurity,New,32,41,9707.01,Closed‑Won
A01399,Brock and Sons,FinTech,New,15,31,16774.18,Closed‑Won
A01400,Frost-Graham,EdTech,New,20,54,11776.18,Closed‑Won
A01401,Baker LLC,Logistics,New,9,26,11337.65,Closed‑Won
A01402,Lynch Ltd,HealthTech,Expansion,35,18,8741.33,Closed‑Won
A01403,Arias-Morales,EdTech,New,21,35,22240.42,Closed‑Won
A01404,"Meyer, Dawson and Harper",EdTech,New,22,39,14083.98,Closed‑Won
A01405,Bowman Group,HealthTech,Expansion,18,26,13131.0,Closed‑Won
A01406,Harris Ltd,HealthTech,New,14,34,11262.4,Closed‑Won
A01407,"Mitchell, Johnson and Greene",EdTech,Expansion,34,28,20423.84,Closed‑Won
A01408,"Hale, Gilbert and Craig",Logistics,Expansion,20,19,16299.79,Closed‑Won
A01409,Allen-Smith,FinTech,New,26,19,18416.63,Closed‑Lost
A01410,Miller LLC,EdTech,New,7,54,17247.26,Closed‑Won
A01411,Gomez-Foster,FinTech,New,14,40,17770.78,Closed‑Won
A01412,"Gonzalez, Smith and Padilla",E‑Commerce,Expansion,30,6,13436.32,Negotiation
A01413,Dunn Ltd,EdTech,New,8,57,17634.65,Closed‑Won
A01414,"Herman, Bailey and Richmond",Logistics,New,9,43,18774.41,Closed‑Won
A01415,Perez-Mccarty,E‑Commerce,New,30,3,18125.29,Closed‑Won
A01416,Spears-Andrews,Logistics,New,15,43,17942.32,Closed‑Won
A01417,Thompson-Hunter,CyberSecurity,Expansion,14,35,14963.83,Closed‑Won
A01418,"Jones, Phillips and Arroyo",MarTech,New,22,55,14206.09,Closed‑Won
A01419,"Frye, Walter and Li",Logistics,Expansion,11,29,17287.46,Closed‑Won
A01420,"Wright, Ramos and Bennett",MarTech,Expansion,7,31,16815.85,Closed‑Won
A01421,Carrillo-Todd,SMB SaaS,New,6,19,15413.37,Closed‑Won
A01422,Maldonado-Mosley,SMB SaaS,New,8,19,18739.0,Negotiation
A01423,Olson LLC,E‑Commerce,Expansion,10,37,16059.03,Closed‑Won
A01424,Reyes and Sons,CyberSecurity,Expansion,26,49,11308.86,Closed‑Won
A01425,"Haynes, Mcbride and Gutierrez",EdTech,Expansion,14,53,11031.8,Negotiation
A01426,Black-Smith,Logistics,New,8,46,16931.19,Closed‑Won
A01427,Wright-Davis,CyberSecurity,New,6,36,12821.46,Closed‑Won
A01428,"Goodman, Peterson and Spencer",SMB SaaS,New,20,30,21875.07,Closed‑Won
A01429,Woods LLC,EdTech,Expansion,31,21,15642.65,Negotiation
A01430,Shannon LLC,Logistics,New,16,46,12080.01,Closed‑Won
A01431,Valentine Ltd,MarTech,New,7,19,10175.34,Negotiation
A01432,Porter and Sons,HealthTech,New,12,16,20325.5,Negotiation
A01433,Moss LLC,HealthTech,New,20,52,8645.09,Closed‑Won
A01434,Perez and Sons,E‑Commerce,Expansion,11,35,15295.55,Closed‑Won
A01435,"Kelly, Maxwell and Wilson",EdTech,New,35,21,17039.58,Closed‑Won
A01436,Lowe Ltd,FinTech,New,28,52,8150.7,Closed‑Won
A01437,Austin-Duran,MarTech,Expansion,16,57,10345.61,Closed‑Won
A01438,"Rubio, Charles and Watson",CyberSecurity,Expansion,34,19,11626.5,Closed‑Won
A01439,Vasquez-Galloway,EdTech,New,15,31,23385.5,Closed‑Won
A01440,"Melton, Henry and Joyce",SMB SaaS,New,10,29,14865.21,Negotiation
A01441,"Ramirez, Walker and Ray",Logistics,Expansion,34,42,16421.48,Closed‑Won
A01442,Fox Group,E‑Commerce,Expansion,34,57,21721.28,Closed‑Won
A01443,Ayers-Johnson,SMB SaaS,New,15,33,13706.66,Closed‑Won
A01444,Long-Parks,MarTech,New,23,48,6036.74,Closed‑Won
A01445,Bryant Inc,HealthTech,New,11,36,5055.04,Closed‑Won
A01446,"Holmes, Stewart and Smith",FinTech,New,25,53,10907.06,Closed‑Won
A01447,"Clark, Carpenter and Nguyen",SMB SaaS,Expansion,26,24,17583.37,Closed‑Won
A01448,"Hensley, Lopez and Baker",SMB SaaS,New,27,23,21494.23,Closed‑Won
A01449,Ruiz-Austin,CyberSecurity,New,23,25,17297.46,Closed‑Won
A01450,White-Coleman,FinTech,Expansion,27,59,12432.22,Negotiation
A01451,Haynes-Watson,EdTech,Expansion,22,37,11364.87,Closed‑Won
A01452,Ramirez-White,FinTech,Expansion,30,10,22687.63,Closed‑Won
A01453,Krause Ltd,FinTech,New,11,3,25801.86,Closed‑Won
A01454,Olsen Ltd,HealthTech,New,20,31,15368.39,Closed‑Won
A01455,Brock-Peters,E‑Commerce,New,18,48,17643.01,Closed‑Lost
A01456,Gonzalez-Marsh,FinTech,New,22,29,15675.67,On‑Hold
A01457,"Hernandez, Shaffer and Thompson",SMB SaaS,New,10,34,13926.16,Closed‑Won
A01458,Taylor-Barry,MarTech,New,15,48,15025.07,Closed‑Won
A01459,"Holmes, Le and Floyd",EdTech,New,34,31,9177.03,On‑Hold
A01460,King-Garrison,E‑Commerce,Expansion,9,54,11648.27,Closed‑Won
A01461,Ross Ltd,Logistics,Expansion,25,38,16290.63,Closed‑Won
A01462,Brown LLC,EdTech,New,25,44,20295.44,Closed‑Won
A01463,Combs-Davis,FinTech,New,20,47,15188.13,Closed‑Won
A01464,"Cook, Ward and Castro",FinTech,New,7,37,25999.91,Closed‑Won
A01465,Cooper-Jenkins,Logistics,New,7,3,11542.88,Closed‑Won
A01466,Dillon-Mccarty,FinTech,New,14,26,16019.13,Closed‑Won
A01467,Ray Ltd,CyberSecurity,New,9,9,18756.65,Closed‑Won
A01468,"Ryan, Krause and Mitchell",MarTech,Expansion,8,31,13107.8,Closed‑Won
A01469,Nunez-Freeman,Logistics,New,10,9,19759.88,Closed‑Won
A01470,"Griffin, Miller and Austin",FinTech,Expansion,11,31,23836.31,Closed‑Won
A01471,Welch-Thomas,SMB SaaS,New,31,21,10150.17,Closed‑Won
A01472,Davidson LLC,CyberSecurity,New,25,2,13751.71,Closed‑Won
A01473,Welch-Duncan,MarTech,New,6,8,9404.44,Closed‑Won
A01474,Miller LLC,HealthTech,New,24,30,9287.36,Closed‑Won
A01475,Edwards Ltd,SMB SaaS,New,10,5,20112.32,Negotiation
A01476,Page-Jacobs,EdTech,Expansion,18,51,18192.86,Closed‑Won
A01477,Nelson-Wallace,MarTech,New,7,45,11846.66,Closed‑Won
A01478,Adkins-Meyer,MarTech,New,8,42,18161.27,Closed‑Won
A01479,Gutierrez-White,HealthTech,New,9,11,8371.04,Negotiation
A01480,Martinez and Sons,MarTech,New,19,47,15443.01,Closed‑Won
A01481,"King, Manning and Brady",HealthTech,New,19,38,13639.38,Closed‑Won
A01482,Jackson Inc,FinTech,New,16,24,15530.47,Closed‑Won
A01483,Brown Group,EdTech,Expansion,24,1,13406.21,Negotiation
A01484,"Brown, Wise and Warren",FinTech,New,27,32,12571.71,Negotiation
A01485,Garcia PLC,MarTech,New,27,47,18896.46,Closed‑Won
A01486,Miller Group,Logistics,New,23,2,14650.12,Closed‑Won
A01487,Perez-Rojas,HealthTech,Expansion,22,4,16740.06,Closed‑Won
A01488,Sims-Anderson,FinTech,New,20,23,11847.67,Closed‑Won
A01489,Johnson Ltd,FinTech,New,13,31,7775.72,Closed‑Won
A01490,Dalton-Nguyen,E‑Commerce,New,20,28,13616.01,Closed‑Won
A01491,Mcdonald-Pitts,EdTech,New,6,26,9682.77,Closed‑Won
A01492,Dunn-Taylor,MarTech,New,34,16,13986.02,Closed‑Lost
A01493,"Ryan, Garza and Bryant",FinTech,Expansion,17,4,18774.91,On‑Hold
A01494,"Fields, Elliott and Mills",EdTech,New,28,2,12025.2,Closed‑Won
A01495,"Ferguson, Stout and Olson",MarTech,Expansion,34,6,20697.57,Closed‑Won
A01496,Ballard Group,MarTech,New,20,41,15876.17,Closed‑Won
A01497,Diaz-Green,E‑Commerce,Expansion,31,47,24078.57,Negotiation
A01498,Smith-Mills,Logistics,Expansion,20,26,15261.74,Negotiation
A01499,Cooper Group,MarTech,New,9,5,16931.78,Closed‑Won
A01500,"Smith, Weeks and Arroyo",Logistics,New,6,25,6444.88,Closed‑Won
A01501,Evans-Cannon,E‑Commerce,New,10,59,12190.0,Closed‑Won
A01502,Harper-Robles,EdTech,Expansion,34,15,13133.74,Closed‑Won
A01503,"Brooks, Jenkins and Castro",HealthTech,New,20,29,21770.46,Closed‑Won
A01504,Wright-Espinoza,EdTech,New,15,32,11873.9,Closed‑Won
A01505,"Price, Gray and Baker",E‑Commerce,New,19,20,19766.5,Closed‑Won
A01506,Garrett-Black,HealthTech,Expansion,13,26,20497.25,Closed‑Won
A01507,"Aguirre, Cohen and Mitchell",SMB SaaS,New,32,28,10854.53,Closed‑Won
A01508,"Patel, Adams and Lopez",MarTech,New,35,28,17479.41,Closed‑Lost
A01509,White LLC,Logistics,Expansion,8,43,15138.49,Closed‑Won
A01510,Walsh PLC,CyberSecurity,New,27,35,17469.04,Closed‑Won
A01511,Nelson-Dean,EdTech,Expansion,16,4,15444.29,Closed‑Won
A01512,Flores and Sons,HealthTech,New,7,1,13557.73,Closed‑Won
A01513,Booker Inc,CyberSecurity,New,33,25,10386.59,Closed‑Won
A01514,Compton LLC,EdTech,Expansion,7,54,18884.78,Closed‑Won
A01515,Martinez-Gonzales,HealthTech,New,12,3,9734.83,Closed‑Won
A01516,Hall and Sons,SMB SaaS,New,6,5,18727.96,Closed‑Won
A01517,Snyder LLC,MarTech,New,20,41,12827.6,Closed‑Won
A01518,Collins-Lloyd,FinTech,New,23,27,21114.94,Closed‑Won
A01519,Ford-Moody,MarTech,New,15,14,19075.29,Closed‑Won
A01520,Miller-Christensen,MarTech,New,8,13,18679.68,Closed‑Lost
A01521,Brown Group,Logistics,New,9,40,15346.95,Closed‑Won
A01522,Daniels and Sons,CyberSecurity,New,34,31,17423.55,Closed‑Won
A01523,Huang LLC,HealthTech,New,30,38,15355.3,Closed‑Won
A01524,Clayton-Martinez,HealthTech,New,34,17,15014.43,Closed‑Won
A01525,"Wright, Wise and Ramos",E‑Commerce,New,21,32,19362.78,Closed‑Won
A01526,"Vang, Gonzalez and Moss",FinTech,New,22,51,15327.95,Closed‑Won
A01527,Boyd and Sons,EdTech,Expansion,29,19,15871.06,On‑Hold
A01528,Price-Ali,HealthTech,New,24,24,21540.44,Closed‑Lost
A01529,Moore-Chandler,FinTech,New,19,10,21571.85,Closed‑Lost
A01530,"Pineda, Meyer and King",SMB SaaS,New,14,38,7845.84,Closed‑Won
A01531,"Evans, Ward and Williams",FinTech,Expansion,20,2,5103.12,Closed‑Won
A01532,"Robinson, Rodriguez and Chen",FinTech,New,7,15,19294.63,Negotiation
A01533,Smith-Bauer,SMB SaaS,New,11,43,20068.12,Closed‑Won
A01534,"Wilson, Mccormick and Smith",HealthTech,New,28,2,12957.85,Closed‑Won
A01535,Perkins Ltd,Logistics,New,32,59,20639.9,Closed‑Won
A01536,Barker-Moore,FinTech,Expansion,9,24,12300.2,Negotiation
A01537,Wright Group,HealthTech,Expansion,8,24,13229.83,On‑Hold
A01538,Parks LLC,FinTech,New,8,32,21060.91,Closed‑Won
A01539,"Brown, Kelly and Moore",CyberSecurity,Expansion,29,38,11688.08,Closed‑Won
A01540,"Moody, Martinez and Hall",E‑Commerce,New,15,28,14114.73,Closed‑Won
A01541,"Kramer, Sherman and Trujillo",MarTech,New,15,53,14915.62,Closed‑Won
A01542,Quinn-Smith,HealthTech,Expansion,6,57,18935.07,Closed‑Won
A01543,Howard-Taylor,FinTech,New,35,12,11261.43,Closed‑Won
A01544,Washington Group,E‑Commerce,New,19,42,10919.1,Closed‑Won
A01545,"Phillips, Terry and Lopez",HealthTech,New,29,18,13373.62,Closed‑Won
A01546,Stephens LLC,E‑Commerce,Expansion,27,59,13520.8,Closed‑Won
A01547,"Mcdonald, Dillon and George",CyberSecurity,New,10,15,16397.9,Closed‑Won
A01548,"Martin, Schmidt and Cole",Logistics,New,30,18,11218.93,Closed‑Won
A01549,Weaver-Gibson,MarTech,New,22,43,15125.15,Closed‑Won
A01550,"Hunter, Gross and Andrade",FinTech,New,24,47,13087.81,Closed‑Won
A01551,"Vincent, Parsons and Allen",EdTech,New,12,8,14713.55,Closed‑Won
A01552,"Brown, Coffey and Fuentes",Logistics,Expansion,31,33,18592.21,Closed‑Won
A01553,Warren Group,E‑Commerce,Expansion,33,21,20389.02,Closed‑Lost
A01554,"Moore, Campbell and Ortiz",E‑Commerce,Expansion,18,37,15514.89,On‑Hold
A01555,Rodriguez-Mills,MarTech,Expansion,8,33,20657.52,Closed‑Won
A01556,Williams and Sons,HealthTech,New,31,59,9197.87,Closed‑Won
A01557,Russo and Sons,SMB SaaS,New,32,56,16592.79,Closed‑Won
A01558,Washington Inc,Logistics,New,21,39,21205.09,Negotiation
A01559,Duncan Group,SMB SaaS,New,23,41,14364.29,Closed‑Won
A01560,"Burns, Hanson and Garza",Logistics,Expansion,12,54,19624.36,Closed‑Won
A01561,Diaz PLC,EdTech,New,8,11,14710.24,Closed‑Won
A01562,"Jones, Conrad and Clark",EdTech,Expansion,34,43,16423.4,Closed‑Won
A01563,Hebert-Collier,HealthTech,New,20,46,14371.63,Closed‑Won
A01564,Owen-Brown,SMB SaaS,New,14,8,9098.44,Closed‑Won
A01565,"Paul, Zamora and Short",E‑Commerce,New,26,52,15633.07,Closed‑Won
A01566,"Brown, Jensen and Rice",MarTech,New,6,42,17219.63,Closed‑Won
A01567,"Jones, Torres and Blackburn",SMB SaaS,New,8,21,12036.1,Closed‑Won
A01568,"Davis, Hardy and Schmidt",E‑Commerce,New,13,29,14248.6,Negotiation
A01569,Lee Ltd,SMB SaaS,New,19,29,13267.41,Closed‑Won
A01570,Hudson and Sons,SMB SaaS,Expansion,17,55,17869.12,Closed‑Won
A01571,"Curry, Perry and Garcia",FinTech,New,11,58,18362.24,Closed‑Won
A01572,"Ray, Craig and Park",EdTech,New,16,48,13821.54,Closed‑Won
A01573,Andrade-Jackson,CyberSecurity,Expansion,16,39,12069.99,Closed‑Won
A01574,Pierce PLC,Logistics,New,21,7,19392.7,Closed‑Won
A01575,Sandoval-Ferguson,HealthTech,Expansion,22,54,14552.18,Closed‑Won
A01576,"Ramos, Gomez and Edwards",EdTech,Expansion,32,8,20448.05,Closed‑Won
A01577,Kirk-Gutierrez,E‑Commerce,New,30,10,11282.13,Negotiation
A01578,"Jordan, Swanson and Franklin",Logistics,New,14,5,16495.18,Closed‑Won
A01579,"Gardner, Brooks and Pierce",FinTech,New,33,56,11534.68,On‑Hold
A01580,"King, Nixon and West",E‑Commerce,Expansion,21,30,12185.45,Closed‑Won
A01581,Smith-Johnson,EdTech,Expansion,11,14,18551.23,Closed‑Won
A01582,Larson-Holmes,HealthTech,Expansion,16,5,10050.96,Negotiation
A01583,Smith-Joyce,E‑Commerce,New,28,25,16790.15,Closed‑Won
A01584,Foley Inc,MarTech,New,30,43,18606.6,Negotiation
A01585,"Short, Ellison and Dixon",CyberSecurity,New,17,59,15428.22,Closed‑Won
A01586,"Howe, Moore and Johnson",EdTech,Expansion,10,33,14724.39,Closed‑Won
A01587,Moore-Baker,Logistics,New,11,36,18002.4,Closed‑Won
A01588,"Wright, Scott and Evans",FinTech,New,9,50,7312.03,Closed‑Won
A01589,"Ross, Hardin and Navarro",Logistics,New,26,54,20891.71,Closed‑Lost
A01590,"Nguyen, Olson and Freeman",FinTech,Expansion,21,17,16826.76,Closed‑Won
A01591,"Warner, Weiss and Davis",CyberSecurity,Expansion,19,59,15812.9,Closed‑Won
A01592,"Evans, Cross and Johnston",EdTech,New,26,31,13677.85,Closed‑Won
A01593,Deleon LLC,MarTech,New,30,55,16128.58,Closed‑Won
A01594,Hobbs-Hamilton,FinTech,New,29,7,21770.57,Negotiation
A01595,Kane and Sons,CyberSecurity,New,10,6,18841.21,Closed‑Won
A01596,"Delgado, Guzman and Smith",HealthTech,New,23,53,10262.53,Closed‑Won
A01597,"Reyes, Torres and Williams",CyberSecurity,New,32,40,11143.73,Closed‑Won
A01598,"Cunningham, Murphy and Wolfe",CyberSecurity,New,29,11,15735.55,Closed‑Won
A01599,Williams Ltd,Logistics,New,15,53,10842.78,Closed‑Won
A01600,Maddox-Mullins,CyberSecurity,New,17,7,11131.67,Closed‑Won
A01601,"Wagner, Walker and Roberts",EdTech,New,32,41,15776.37,On‑Hold
A01602,Hernandez-Rogers,CyberSecurity,Expansion,6,13,15533.61,Closed‑Won
A01603,Duncan-Williams,Logistics,New,21,5,15763.75,Negotiation
A01604,Baker-Ross,EdTech,Expansion,9,48,16677.42,Closed‑Won
A01605,Ayala-Anderson,FinTech,New,32,50,12137.48,Closed‑Won
A01606,Castillo and Sons,SMB SaaS,New,7,7,12170.94,Closed‑Won
A01607,Foster-Duncan,HealthTech,New,6,6,12496.0,Closed‑Won
A01608,"Gilbert, Fitzgerald and Sanchez",E‑Commerce,New,15,37,22410.1,Closed‑Won
A01609,Adams Group,HealthTech,New,12,2,11740.1,Closed‑Won
A01610,Cohen-Johnston,HealthTech,New,20,45,11696.05,Negotiation
A01611,Powers Group,Logistics,Expansion,14,55,4598.29,Closed‑Won
A01612,Bailey-Flores,HealthTech,New,16,45,14908.63,Closed‑Won
A01613,"Rios, Carrillo and Jackson",CyberSecurity,New,22,14,12496.19,Closed‑Won
A01614,Jensen-Branch,CyberSecurity,New,22,12,18675.34,Closed‑Won
A01615,Hanson-Alexander,FinTech,New,34,41,14249.24,Closed‑Won
A01616,Gonzalez LLC,HealthTech,Expansion,20,4,13653.8,On‑Hold
A01617,Todd Inc,Logistics,Expansion,22,32,15019.34,On‑Hold
A01618,Singh and Sons,E‑Commerce,New,26,27,10726.77,On‑Hold
A01619,"Mcintosh, Melton and Wilkins",FinTech,New,11,44,11090.01,Closed‑Won
A01620,Cooper Inc,SMB SaaS,New,26,12,17732.49,Closed‑Lost
A01621,Cole-Johnson,EdTech,New,31,45,12113.63,Closed‑Lost
A01622,Singh and Sons,FinTech,Expansion,15,42,12144.18,Closed‑Won
A01623,Payne LLC,SMB SaaS,Expansion,11,15,17099.71,Negotiation
A01624,"Webb, Blair and Thomas",FinTech,New,16,22,20332.52,Closed‑Won
A01625,"Barnett, Bennett and Escobar",E‑Commerce,New,14,4,14373.52,Closed‑Won
A01626,"Williams, Jackson and Campbell",SMB SaaS,New,23,27,18644.21,Closed‑Won
A01627,"Williamson, Brown and Pena",E‑Commerce,New,31,16,8691.79,Negotiation
A01628,Jones Ltd,E‑Commerce,New,23,7,15860.3,Closed‑Won
A01629,Alvarado-Durham,MarTech,New,9,34,23777.29,Closed‑Won
A01630,Lin-Smith,HealthTech,Expansion,15,34,15161.22,Closed‑Won
A01631,"Hughes, Whitney and Romero",E‑Commerce,New,26,6,16077.53,Closed‑Won
A01632,"Garcia, Stewart and Delacruz",SMB SaaS,New,15,11,9410.33,Closed‑Won
A01633,"Miller, Gonzalez and Rasmussen",FinTech,New,23,5,11439.72,Closed‑Won
A01634,"House, Smith and Wright",SMB SaaS,New,26,41,15165.6,Closed‑Won
A01635,"Torres, Burns and Garner",MarTech,Expansion,15,20,9280.52,Closed‑Won
A01636,Reed LLC,E‑Commerce,New,25,5,15488.57,Closed‑Won
A01637,Garrett-Young,HealthTech,Expansion,17,12,17945.09,Closed‑Won
A01638,"Hill, Brown and Scott",E‑Commerce,Expansion,10,58,10509.0,Closed‑Won
A01639,Zamora-Briggs,HealthTech,New,17,16,13244.59,Closed‑Won
A01640,Raymond LLC,EdTech,New,19,41,12828.93,Closed‑Won
A01641,Hernandez Group,CyberSecurity,Expansion,6,28,10798.74,Closed‑Won
A01642,"Taylor, Blair and Meyer",FinTech,New,32,11,14260.45,Closed‑Won
A01643,"Salazar, Garrett and Perez",MarTech,New,21,19,13977.94,Closed‑Won
A01644,Berry Group,E‑Commerce,Expansion,7,1,26249.78,Closed‑Won
A01645,Browning-Murphy,HealthTech,Expansion,32,45,8591.76,Closed‑Won
A01646,"Anderson, Delgado and Carpenter",EdTech,New,31,20,11197.18,Closed‑Won
A01647,"Mcbride, Huffman and Parker",EdTech,New,6,30,8178.32,Closed‑Won
A01648,"Roach, Browning and Jordan",CyberSecurity,New,10,10,14964.44,Closed‑Won
A01649,Douglas PLC,SMB SaaS,Expansion,16,49,14546.65,Closed‑Won
A01650,Stewart PLC,Logistics,New,21,13,16016.32,Closed‑Won
A01651,"Fry, Wilson and Stewart",HealthTech,New,27,34,13771.6,Closed‑Won
A01652,Acosta LLC,FinTech,New,18,52,20176.51,Closed‑Won
A01653,Ali-Turner,FinTech,Expansion,24,43,16182.9,Closed‑Won
A01654,"Peck, Shannon and Mahoney",E‑Commerce,Expansion,6,36,20809.19,Negotiation
A01655,Hernandez-Lopez,HealthTech,New,25,53,19848.98,Closed‑Won
A01656,Lopez PLC,HealthTech,New,33,11,12693.46,Closed‑Won
A01657,"Adams, Bradley and Hall",Logistics,Expansion,21,57,9173.9,Closed‑Won
A01658,Hall Inc,Logistics,Expansion,19,33,17845.2,Negotiation
A01659,Miller-Chan,Logistics,New,14,25,13959.71,On‑Hold
A01660,Shaw PLC,EdTech,New,34,16,16703.35,Closed‑Won
A01661,Joseph-Brooks,E‑Commerce,New,6,44,14060.82,Closed‑Won
A01662,Henry-Taylor,E‑Commerce,New,14,58,17577.03,Closed‑Won
A01663,Perez Group,HealthTech,New,10,41,9163.67,Closed‑Won
A01664,Schaefer Group,E‑Commerce,New,31,2,19058.35,Closed‑Won
A01665,Newton and Sons,E‑Commerce,New,20,28,15453.18,Closed‑Won
A01666,Jones Group,MarTech,Expansion,33,44,14320.43,On‑Hold
A01667,"Burns, Nguyen and Ellis",Logistics,New,25,24,19865.48,Closed‑Won
A01668,Patterson Inc,CyberSecurity,New,22,46,10095.93,Closed‑Won
A01669,"Moss, James and Edwards",E‑Commerce,New,21,42,5270.39,Closed‑Won
A01670,"Crosby, Armstrong and Herrera",CyberSecurity,New,12,4,12328.61,Negotiation
A01671,"Liu, Buchanan and Meyer",Logistics,New,22,33,15618.12,Closed‑Won
A01672,Bryant-Rich,E‑Commerce,New,26,11,17188.26,Closed‑Won
A01673,Stone Group,EdTech,New,34,29,19788.71,Closed‑Won
A01674,"Williams, Hughes and Hubbard",Logistics,New,22,23,20230.3,Closed‑Won
A01675,Lee Group,CyberSecurity,Expansion,34,48,16450.76,Closed‑Won
A01676,Wilkerson-Ayala,SMB SaaS,New,34,52,17537.07,Closed‑Won
A01677,Murray-Henderson,HealthTech,Expansion,21,28,9904.72,Closed‑Won
A01678,"Ellison, Vaughn and Mckee",MarTech,Expansion,19,32,17364.8,Closed‑Won
A01679,Gallegos-Hayes,SMB SaaS,Expansion,10,37,17471.37,Closed‑Won
A01680,"Mason, White and Richards",E‑Commerce,New,14,39,17742.4,Closed‑Won
A01681,"Payne, Long and Morris",SMB SaaS,New,32,38,8374.72,Closed‑Won
A01682,White PLC,FinTech,New,10,47,14493.1,Closed‑Won
A01683,"Huang, Khan and Davis",FinTech,New,17,58,17872.47,Closed‑Won
A01684,Holt-Meadows,Logistics,New,26,49,6411.55,Closed‑Won
A01685,Higgins Inc,EdTech,Expansion,13,8,14145.28,Closed‑Won
A01686,Wilson Group,E‑Commerce,New,35,29,12687.81,Closed‑Won
A01687,"Cox, Mills and Cruz",MarTech,Expansion,25,28,16240.79,Closed‑Lost
A01688,"Salazar, Moore and Pierce",MarTech,New,6,31,14781.25,Closed‑Won
A01689,Tate LLC,SMB SaaS,New,13,32,12608.3,Closed‑Won
A01690,"Savage, Huffman and Martin",FinTech,New,28,43,11998.51,Closed‑Won
A01691,White Ltd,Logistics,New,31,25,15919.84,Closed‑Won
A01692,Barnes LLC,SMB SaaS,New,33,16,10556.51,Closed‑Won
A01693,"Mack, Griffin and Sims",CyberSecurity,New,31,27,14215.75,Closed‑Won
A01694,Roach and Sons,MarTech,New,8,51,12152.94,Closed‑Won
A01695,Dean LLC,HealthTech,New,27,19,15116.82,Closed‑Won
A01696,Ellis Group,CyberSecurity,New,9,2,10192.68,Closed‑Won
A01697,"Aguirre, Franklin and Snyder",MarTech,Expansion,8,58,13921.37,On‑Hold
A01698,Chapman Group,HealthTech,New,26,12,14189.91,Closed‑Won
A01699,Ortiz-Miller,EdTech,New,20,36,19067.23,Closed‑Lost
A01700,"Smith, Khan and Ramirez",SMB SaaS,New,25,48,17391.48,Closed‑Won
